normalized_word,frequency,earliest_grade
धोखाधड़ी,2.0,9.0
बेवकूफी,2.0,9.0
गर्जना,2.0,6.0
पेशेवर,2.0,2.0
पेशावर,2.0,5.0
पेश,2.0,5.0
ध्येय,2.0,7.0
भौजी,2.0,9.0
चरनी,2.0,9.0
पेरियार,2.0,5.0
ठहरने,2.0,6.0
ठसके,2.0,9.0
ठिकानों,2.0,9.0
भारतीयों,2.0,3.0
बनो,2.0,2.0
पैमाना,2.0,6.0
बनेगी,2.0,2.0
पैने,2.0,2.0
धौल,2.0,9.0
पैड़ियाँ,2.0,8.0
पैडल,2.0,2.0
पैठने,2.0,6.0
ध्वन्यात्मकता,2.0,9.0
बरसा,2.0,2.0
ध्वनिविकास,2.0,7.0
पैंतीस,2.0,5.0
भारतवासी,2.0,6.0
पो,2.0,3.0
पॉलिटेक्निक,2.0,8.0
पॉम,2.0,2.0
चमकना,2.0,4.0
नक्शा,2.0,1.0
छूता,2.0,9.0
छूटा,2.0,8.0
मचती,2.0,8.0
छूकर,2.0,2.0
ठग,2.0,8.0
चरखा,2.0,9.0
ठकराल,2.0,4.0
नई पान,2.0,7.0
चमेली,2.0,2.0
नचाएं,2.0,7.0
चमू,2.0,8.0
नगेन्द्र,2.0,4.0
चमत्कृत,2.0,5.0
नखरे,2.0,9.0
पैसों,2.0,3.0
बेबसी,2.0,9.0
नक्शे,2.0,1.0
नन,2.0,9.0
पोस्टकार्ड,2.0,6.0
पोषम,2.0,2.0
नति,2.0,8.0
टोलों,2.0,8.0
बरछी,2.0,9.0
गणनीय,2.0,8.0
ट्रेनिंग,2.0,7.0
बर्तनों,2.0,1.0
पोछती,2.0,8.0
बैंकों,2.0,4.0
बेहिसाब,2.0,6.0
नभचर,2.0,5.0
पौने,2.0,7.0
नन्हें,2.0,6.0
ननि,2.0,9.0
मजमून,2.0,9.0
छुट्टियों,2.0,3.0
नमो,2.0,4.0
बरसाती,2.0,4.0
बलिहारी,2.0,8.0
टॉस,2.0,6.0
बलपूर्वक,2.0,2.0
ट्यून,2.0,5.0
ग्यांग,2.0,1.0
टोहकर,2.0,9.0
नमन,2.0,8.0
गणितीय,2.0,4.0
बलखाती,2.0,9.0
ग्लिटर,2.0,5.0
प्यासा,2.0,3.0
प्याले,2.0,8.0
छीका,2.0,6.0
छींका,2.0,4.0
छी,2.0,2.0
नवरात्रि,2.0,9.0
नवरात्र,2.0,9.0
टेनिस,2.0,3.0
टेढ़ी,2.0,4.0
ग्रेटर,2.0,1.0
छुब,2.0,1.0
छुपना,2.0,1.0
प्याली,2.0,1.0
टोकरियाँ,2.0,8.0
भोला,2.0,1.0
प्याला,2.0,9.0
अँगीठी,2.0,8.0
गिराने,2.0,8.0
नहाकर,2.0,1.0
प्रकोप,2.0,6.0
बेसेंट,2.0,2.0
बेसन,2.0,7.0
नसें,2.0,8.0
नसीब,2.0,6.0
छिपकलियाँ,2.0,2.0
गढ़ी,2.0,5.0
गुच्छा,2.0,5.0
नागफनी,2.0,4.0
चमकी,2.0,4.0
छुटपन,2.0,7.0
बैठाकर,2.0,4.0
नाओ,2.0,9.0
छीनने,2.0,6.0
छीके,2.0,6.0
गोस्वामी,2.0,9.0
टूटटू,2.0,1.0
प्रकाशनार्थ,2.0,1.0
प्रजातियों,2.0,5.0
मजदूर,2.0,8.0
प्रजाति,2.0,5.0
चमका,2.0,5.0
टेलीग्राफ,2.0,8.0
चमकने,2.0,4.0
गप्पू,2.0,3.0
गप्प,2.0,3.0
प्रक्षिप्त,2.0,4.0
नाचा,2.0,8.0
गोलों,2.0,9.0
नागालैंड,2.0,3.0
बहता,2.0,5.0
नागरिकता,2.0,7.0
बहकर,2.0,8.0
नाता,2.0,1.0
चतुर्थी,2.0,6.0
नाटकीयता,2.0,8.0
चढ़ें,2.0,1.0
छिपाए,2.0,4.0
मँगवाने,2.0,8.0
नाचो,2.0,5.0
छिपता,2.0,6.0
भाली,2.0,2.0
नापने,2.0,7.0
टीवी,2.0,3.0
चबूतरा,2.0,9.0
चबाने,2.0,7.0
बैकुंठ,2.0,9.0
चबाकर,2.0,5.0
भाला,2.0,6.0
टूटने,2.0,9.0
गपशप,2.0,2.0
नानक,2.0,9.0
प्रतिपदा,2.0,6.0
नाद,2.0,6.0
बसों,2.0,9.0
भाल,2.0,1.0
प्रतिति,2.0,6.0
प्रतिस्पर्धा,2.0,7.0
बैसाखी,2.0,5.0
टुकुर,2.0,9.0
टुकड़ों,2.0,5.0
प्रतिष्ठा,2.0,7.0
प्रतिष्ठ के,2.0,7.0
नायिका,2.0,7.0
नामवाची,2.0,9.0
निंदा,2.0,8.0
प्रतिवाद,2.0,9.0
बैरे,2.0,9.0
बहादुर,2.0,9.0
भ्रांति,2.0,6.0
छिड़क,2.0,3.0
टीचर,2.0,1.0
बहाकर,2.0,6.0
गन्ना,2.0,5.0
छाले,2.0,7.0
गर्वित,2.0,8.0
नालों,2.0,2.0
बहलाता,2.0,4.0
भावात्मक,2.0,6.0
बहरा,2.0,2.0
निकम्मा,2.0,8.0
निःसंकोच,2.0,1.0
निःशेष,2.0,6.0
बहुतेरा,2.0,8.0
प्रत्युष,2.0,7.0
छलांगें,2.0,8.0
गर्ववित,2.0,8.0
निकलीं,2.0,
गढ़ने,2.0,1.0
निगम,2.0,4.0
गौ,2.0,4.0
टाएगा,2.0,8.0
बहिनी,2.0,9.0
छान,2.0,5.0
टिटकार,2.0,9.0
टिकाकर,2.0,8.0
प्रतीकात्मक,2.0,8.0
टिकन,2.0,8.0
टिकते,2.0,9.0
प्रतिस्पर्धात्मक,2.0,7.0
प्रदेशम्,2.0,9.0
निकालें,2.0,4.0
निकाले,2.0,8.0
निदान,2.0,6.0
बहुविध,2.0,6.0
ग़े,2.0,
प्रदत्त,2.0,4.0
प्रभव,2.0,8.0
छननछन,2.0,2.0
छद्म,2.0,6.0
गरमियों,2.0,3.0
निबंधकारों,2.0,9.0
छत्तीसगढ़,2.0,4.0
गड़गड़ाहट,2.0,4.0
बोते,2.0,2.0
चढ़ती,2.0,6.0
मरालदेव,2.0,7.0
प्रपात,2.0,5.0
नियंत्रित,2.0,8.0
प्रपंच,2.0,4.0
चनों,2.0,2.0
गरबा,2.0,3.0
प्रभो,2.0,9.0
बोत,2.0,7.0
बोटी,2.0,9.0
चतुर्दिक,2.0,9.0
टापों,2.0,6.0
टापू,2.0,6.0
मयंक,2.0,3.0
बहुभाषी,2.0,4.0
बोई,2.0,6.0
छज्जे,2.0,4.0
छलक,2.0,8.0
बहुतेरे,2.0,9.0
भिगो,2.0,9.0
छपाक,2.0,
निरात्मक,2.0,7.0
निराकार,2.0,9.0
भ्रमित,2.0,9.0
गरजने,2.0,1.0
भिंडी,2.0,3.0
प्रभावकारी,2.0,8.0
निर्देशित,2.0,9.0
निर्देशक,2.0,9.0
प्रलोभनों,2.0,6.0
प्रलय,2.0,8.0
निर्झर,2.0,8.0
बाँका,2.0,6.0
टन,2.0,1.0
चौड़ा,2.0,4.0
चौहास,2.0,1.0
टाँगने,2.0,9.0
चौहान,2.0,9.0
गोटेवाले,2.0,8.0
गद्दी,2.0,2.0
चटकाए,2.0,6.0
छतों,2.0,7.0
निरीक्षण,2.0,8.0
गोकुल,2.0,6.0
गिरगिट,2.0,1.0
चढ़ाने,2.0,5.0
गोलियाँ,2.0,5.0
निर्धारण,2.0,6.0
निर्धनता,2.0,9.0
निवृत्ति,2.0,7.0
मछ,2.0,5.0
प्रवृद्ध,2.0,7.0
प्रवृत्त,2.0,8.0
गोलपोस्ट,2.0,6.0
प्रविष्ट,2.0,3.0
निर्मितियों,2.0,6.0
बहुव्रीहि,2.0,9.0
प्रवाहपूर्ण,2.0,9.0
प्रवास,2.0,7.0
बांग,2.0,6.0
बां,2.0,6.0
निषेधवाचक,2.0,9.0
टकटकी,2.0,5.0
गद्गद,2.0,9.0
बाँह,2.0,6.0
प्रश्नवाचक,2.0,2.0
चौधरी,2.0,8.0
टरका,2.0,3.0
चौथे,2.0,5.0
टपटकों,2.0,7.0
टपकने,2.0,1.0
छज्जा,2.0,1.0
बाँधना,2.0,8.0
छककर,2.0,4.0
निशानों,2.0,9.0
गिल्लू,2.0,8.0
छंटते,2.0,4.0
बाइनाकुल,2.0,9.0
निस्संदेह,2.0,4.0
बाइक,2.0,7.0
प्रशिक्षक,2.0,7.0
प्रस्तुतियों,2.0,7.0
प्रस्तुतियाँ,2.0,6.0
नीर,2.0,7.0
प्रस्तावित,2.0,4.0
झोपड़ी,2.0,7.0
झेला,2.0,9.0
प्रसारित,2.0,5.0
गिलहरियाँ,2.0,2.0
टक्कर,2.0,9.0
मझले,2.0,7.0
प्राणमय,2.0,1.0
बांधव,2.0,6.0
नीत,2.0,7.0
प्राइवेट,2.0,7.0
नीचे दिए गए,2.0,7.0
नुक,2.0,7.0
चौकन्ना,2.0,4.0
चौक,2.0,8.0
नीलांचल,2.0,3.0
चौंतीस,2.0,3.0
बोहाग,2.0,6.0
बोलेंगे,2.0,6.0
नृप,2.0,9.0
गत्यात्मक,2.0,1.0
नृत्य के,2.0,7.0
चौबीस,2.0,5.0
मजेदार,2.0,9.0
झूल,2.0,2.0
चौपाया,2.0,3.0
गेयता,2.0,9.0
प्रांत,2.0,6.0
भीगी,2.0,9.0
प्रस्थान,2.0,6.0
नृ,2.0,7.0
चटपट्टी,2.0,3.0
नुक्कड़,2.0,7.0
भीगना,2.0,6.0
बांधना,2.0,8.0
नेत्र,2.0,5.0
गोधरा,2.0,1.0
प्रातः,2.0,3.0
नेकी,2.0,5.0
मनोभाव,2.0,9.0
बांग्लादेश,2.0,5.0
बाज,2.0,4.0
झुलाते,2.0,8.0
बाघों,2.0,5.0
बागवानी,2.0,4.0
मंगाकर,2.0,5.0
मनोबल,2.0,9.0
झूलने,2.0,2.0
झूलना,2.0,2.0
चौके,2.0,5.0
चौकी,2.0,4.0
नौकरानी,2.0,7.0
चौकस,2.0,9.0
नोत्तर,2.0,9.0
ब्रह्मस्थान,2.0,6.0
चेतावनी,2.0,8.0
भिलाला,2.0,6.0
बाणभट्ट,2.0,9.0
न्यायाधीश,2.0,7.0
प्रासंगिक,2.0,5.0
बाड़ा,2.0,8.0
प्रेमियों,2.0,6.0
नौवीं,2.0,9.0
झुकाए,2.0,5.0
भिन,2.0,3.0
झूमते,2.0,5.0
चंद्रकांत,2.0,1.0
प्रेमपूर्ण,2.0,9.0
झूठे,2.0,4.0
झूठा,2.0,4.0
प्रेमजी,2.0,1.0
चंदू,2.0,4.0
चूम,2.0,9.0
नौटंकी,2.0,5.0
चून,2.0,6.0
चूड़ी,2.0,3.0
न्यौते,2.0,9.0
न्योता,2.0,4.0
चचे,2.0,9.0
गतिशीलता,2.0,1.0
चेहरों,2.0,5.0
पंचमहल,2.0,1.0
चेरी,2.0,2.0
प्रीतिभोज,2.0,4.0
ब्यूरो,2.0,3.0
भिड़ना,2.0,9.0
झिड़ककर,2.0,8.0
प्रोग्राम,2.0,7.0
चखकर,2.0,7.0
चक्रा,2.0,3.0
मंगलयान,2.0,5.0
प्रेरणात्मक,2.0,9.0
झुकाना,2.0,3.0
बाजे,2.0,9.0
बाजी,2.0,4.0
पंखी,2.0,8.0
मंगलमयी,2.0,6.0
पंजे,2.0,2.0
गतिगत,2.0,8.0
गमलों,2.0,1.0
प्लूटो,2.0,3.0
झांकता,2.0,4.0
भुंजा,2.0,4.0
बाथरूम,2.0,8.0
गृहकार्य,2.0,6.0
घड़ा,2.0,6.0
फँसेंगे,2.0,9.0
भीड़ु,2.0,9.0
भीष्म,2.0,8.0
चुराए,2.0,9.0
पकड़ता,2.0,7.0
चुभते,2.0,7.0
चंपा,2.0,3.0
पंथी,2.0,8.0
पंथ,2.0,4.0
पंत,2.0,6.0
चंपत,2.0,3.0
पकाकर,2.0,4.0
चंद्रशेखर,2.0,8.0
चूस,2.0,7.0
पकवानों,2.0,6.0
फँसकर,2.0,6.0
पकड़ी,2.0,1.0
पकड़ाते,2.0,9.0
फ,2.0,1.0
पढ़ो,2.0,
पकड़ें,2.0,
फरमाइश,2.0,7.0
झल्लाकर,2.0,9.0
फटे,2.0,7.0
गैया,2.0,
झलकती,2.0,7.0
झाड़ी,2.0,9.0
बापू,2.0,1.0
फटना,2.0,7.0
फटते,2.0,9.0
घोंसलों,2.0,8.0
पके,2.0,8.0
पछताना,2.0,6.0
मंडराती,2.0,4.0
फलदार,2.0,3.0
फलता,2.0,4.0
घो,2.0,3.0
पगहे,2.0,9.0
फर्स्ट,2.0,5.0
चंडीगढ,2.0,7.0
पटनायक,2.0,1.0
पटना,2.0,1.0
चू,2.0,3.0
झबरा,2.0,1.0
झपटा,2.0,3.0
मनमानी,2.0,7.0
झाँकने,2.0,4.0
ब्रह्मांड,2.0,4.0
झा,2.0,1.0
भंवरों,2.0,3.0
फरसा,2.0,9.0
पछाई,2.0,9.0
पछतावा,2.0,8.0
भंगिमाओं,2.0,7.0
झगड़ा,2.0,7.0
भील,2.0,6.0
बारा,2.0,1.0
झरते,2.0,6.0
फ़र्क,2.0,2.0
फ़रहीन,2.0,7.0
भं,2.0,6.0
बारहमासा,2.0,8.0
भ,2.0,3.0
फागुन,2.0,9.0
बालाई,2.0,9.0
चुटकी,2.0,3.0
झपक,2.0,7.0
चुग्गे,2.0,7.0
झटके,2.0,9.0
झटका,2.0,6.0
पड़ें,2.0,4.0
पढ़ूँगा,2.0,4.0
पढ़ाना,2.0,3.0
बालवाटिका,2.0,1.0
चुन्नियाँ,2.0,2.0
मज़ेदार,2.0,4.0
फाउंडेशन,2.0,1.0
पतले,2.0,4.0
ज्ञानेंद्रियों,2.0,7.0
ज्ञानेंद्रियाँ,2.0,7.0
फांस,2.0,7.0
भगवत,2.0,6.0
ज्ञानमंडल,2.0,9.0
गरीबी,2.0,5.0
भुवनेश,2.0,4.0
झंडे,2.0,7.0
झंझा,2.0,9.0
झंकार,2.0,7.0
फिट,2.0,5.0
फिक्र,2.0,9.0
पतन,2.0,9.0
बाह्य,2.0,9.0
मज़ाक,2.0,8.0
चीर,2.0,6.0
पत्रकारिता,2.0,9.0
पत्रकार,2.0,7.0
मज़दूर,2.0,9.0
करोगे,2.0,8.0
करोगी,2.0,6.0
लीक,2.0,4.0
लिहाज,2.0,8.0
लुभाती,2.0,7.0
लुनाई,2.0,9.0
माँगती,2.0,5.0
लुढ़कती,2.0,4.0
लेआउट,2.0,1.0
करवाए,2.0,2.0
करम,2.0,9.0
करीने,2.0,9.0
करिए,2.0,9.0
कराहते,2.0,7.0
मूँगा,2.0,3.0
लूटटो,2.0,3.0
लूँगी,2.0,8.0
लेखों,2.0,9.0
माज़िनी,2.0,6.0
लेखा,2.0,6.0
करतब,2.0,5.0
कराऊँ,2.0,4.0
करवाना,2.0,8.0
मूलमंत्र,2.0,6.0
लैंगिक,2.0,3.0
कमाकर,2.0,4.0
मूलतः,2.0,7.0
मूर्धन्य,2.0,7.0
लेतीं,2.0,9.0
माचिस,2.0,6.0
माखनलाल,2.0,6.0
लोककथाएँ,2.0,7.0
मृतक,2.0,6.0
लॉटरी,2.0,7.0
लैंडर,2.0,3.0
लोकमान्य,2.0,8.0
लोकप्रियता,2.0,7.0
लोकनृत्य,2.0,4.0
लोकनीतिका,2.0,7.0
लोकतांत्रिक,2.0,8.0
लोप,2.0,9.0
लोणी,2.0,9.0
लोटे,2.0,1.0
क्रमबद्ध,2.0,9.0
कब्जा,2.0,8.0
कमेंट्री,2.0,6.0
कमियों,2.0,7.0
क्यारी,2.0,4.0
क्रॉसिंग,2.0,5.0
कपूर,2.0,8.0
गंगाधर,2.0,8.0
कमती,2.0,4.0
कमजोरी,2.0,9.0
लौटी,2.0,7.0
लौटाते,2.0,5.0
लौटती,2.0,2.0
गगरी,2.0,4.0
लोहरदागा,2.0,1.0
वंश,2.0,6.0
में बच्चे,2.0,7.0
वंजन,2.0,3.0
मेघों,2.0,8.0
मेघालय,2.0,3.0
कनखी,2.0,9.0
कबरा,2.0,1.0
लड़ाई,2.0,6.0
लड़कियों,2.0,7.0
ल्लू,2.0,8.0
लौटे,2.0,9.0
वट,2.0,6.0
मांडे,2.0,8.0
वजन,2.0,3.0
वचनों,2.0,9.0
वच,2.0,3.0
कदमों,2.0,5.0
कौर,2.0,9.0
कौमार्य,2.0,7.0
कथावाचक,2.0,7.0
कथानक,2.0,1.0
मरना,2.0,9.0
वतन,2.0,6.0
वणजारी,2.0,1.0
वटवृक्ष,2.0,8.0
मातृ,2.0,3.0
क्रांति,2.0,9.0
वर्गों,2.0,9.0
कत्थक,2.0,7.0
कतारें,2.0,5.0
कतरनें,2.0,2.0
कद्दू,2.0,1.0
मेमदवारी,2.0,9.0
माताएँ,2.0,1.0
कड़ाही,2.0,4.0
कड़कने,2.0,7.0
कडवी,2.0,7.0
कोशों,2.0,1.0
क्त,2.0,4.0
खुर,2.0,9.0
मेलों,2.0,4.0
खील,2.0,9.0
कतई,2.0,7.0
मैदानी,2.0,7.0
वशिष्ठ,2.0,6.0
वल्ली,2.0,8.0
कोलंबिया,2.0,8.0
वा,2.0,7.0
कटवा,2.0,8.0
कटर,2.0,7.0
कटने,2.0,6.0
खूँट,2.0,3.0
कटता,2.0,2.0
कठिनाइयाँ,2.0,7.0
वस्त्र,2.0,3.0
वस्तुतः,2.0,9.0
वाजिब,2.0,9.0
वाजपेयी,2.0,8.0
वाङ्मय,2.0,8.0
वादों,2.0,6.0
वादा,2.0,5.0
कचौड़ियाँ,2.0,9.0
कचरे,2.0,7.0
कचरा,2.0,4.0
कटु,2.0,8.0
कटी,2.0,3.0
कटाक्ष,2.0,9.0
घूमा,2.0,6.0
कौंपस,2.0,7.0
कोही,2.0,9.0
वात्स्यायन,2.0,9.0
वात्सल्य,2.0,6.0
वारिस,2.0,8.0
मोक्षगुंडम,2.0,7.0
वापसी,2.0,9.0
मॉनिटर,2.0,6.0
मरता,2.0,5.0
माधुरी,2.0,7.0
मैना,2.0,2.0
मोड़ों,2.0,7.0
मोड़ें,2.0,1.0
औसतन,2.0,6.0
कंसर्ट,2.0,9.0
मलंग,2.0,6.0
मोहरों,2.0,3.0
विकल,2.0,4.0
मतवाली,2.0,2.0
विकट,2.0,9.0
विचलित,2.0,6.0
विचरण,2.0,5.0
खुलने,2.0,7.0
विख्यात,2.0,3.0
विज्ञानमय,2.0,1.0
विज्ञ,2.0,9.0
औपचारिकता,2.0,7.0
औजार,2.0,7.0
मोहक,2.0,6.0
कंटोप,2.0,6.0
कंचा,2.0,2.0
कोणार्क,2.0,9.0
ओड़िया,2.0,8.0
ओड़िआ,2.0,9.0
कोण,2.0,6.0
औषधि,2.0,1.0
कोड़ा,2.0,6.0
कोठी,2.0,9.0
कोठरी,2.0,5.0
विधानवाचक,2.0,9.0
विधाता,2.0,6.0
विधाएँ,2.0,6.0
कोलाहल,2.0,9.0
विपणन,2.0,3.0
कॉल,2.0,7.0
मर्म,2.0,7.0
मोल,2.0,8.0
विनयपत्रिका,2.0,9.0
ओछी,2.0,5.0
मोर्चे,2.0,6.0
ओले,2.0,2.0
मौत,2.0,8.0
मर्द,2.0,9.0
मर्ज़,2.0,9.0
यंग,2.0,6.0
य,2.0,1.0
विमोचन,2.0,1.0
विमुख,2.0,8.0
म्यूज़िकी,2.0,9.0
मौलवी,2.0,5.0
मात्राएँ,2.0,1.0
यथादि,2.0,9.0
खींचो,2.0,3.0
विराटता,2.0,8.0
कैलाश,2.0,5.0
कोटि,2.0,8.0
विवश,2.0,5.0
विल्लू,2.0,9.0
विलोके,2.0,9.0
